,dates,overall-ratings,work-balance-stars,carrer-opportunities-stars,comp-benefit-stars
58886,"Apr 24, 2013",3,3,4,2
58842,"Apr 24, 2013",5,5,5,5
58843,"Apr 24, 2013",5,3,5,4
58844,"Apr 24, 2013",5,4,5,5
55780,"Apr 24, 2015",3,2,3,5
65381,"Apr 24, 2015",3,1,3,3
55721,"Apr 24, 2015",4,4,3,3
55774,"Apr 24, 2015",4,2,3,4
65380,"Apr 24, 2015",4,4,4,4
65358,"Apr 24, 2015",5,3,5,4
64413,"Apr 24, 2016",3,2,2,3
53510,"Apr 24, 2016",4,4,4,3
64411,"Apr 24, 2016",4,none,none,none
64415,"Apr 24, 2016",4,3,4,1
64367,"Apr 24, 2016",5,3,5,5
51742,"Apr 24, 2017",2,2,3,2
51737,"Apr 24, 2017",4,none,none,none
51738,"Apr 24, 2017",4,3,3,2
63464,"Apr 24, 2017",4,5,4,3
51617,"Apr 24, 2017",5,4,5,5
51658,"Apr 24, 2017",5,none,none,none
51659,"Apr 24, 2017",5,5,5,5
63432,"Apr 24, 2017",5,4,5,4
62571,"Apr 24, 2018",1,1,1,2
62519,"Apr 24, 2018",3,5,3,4
50289,"Apr 24, 2018",4,5,3,5
62518,"Apr 24, 2018",4,1,3,5
61882,"Apr 25, 2008",3,3.5,3,3
61853,"Apr 25, 2008",5,5,5,4.5
60387,"Apr 25, 2011",4,5,3,4
59908,"Apr 25, 2012",4,4.5,4.5,4
58879,"Apr 25, 2013",4,3,4,4
58885,"Apr 25, 2013",4,2,4,4
57497,"Apr 25, 2014",3,3,3,3
57493,"Apr 25, 2014",4,2,4,4
57494,"Apr 25, 2014",4,5,3,4
57439,"Apr 25, 2014",5,4,4,4
55785,"Apr 25, 2015",4,3,4,3
65361,"Apr 25, 2015",5,5,5,4
64412,"Apr 25, 2016",2,none,none,none
53507,"Apr 25, 2016",3,1,4,3
53501,"Apr 25, 2016",4,3,none,4
53502,"Apr 25, 2016",4,3,5,5
53503,"Apr 25, 2016",4,3,4,4
53504,"Apr 25, 2016",4,5,4,3
53429,"Apr 25, 2016",5,4,5,4
64363,"Apr 25, 2016",5,5,5,4
51739,"Apr 25, 2017",2,none,none,none
51736,"Apr 25, 2017",3,4,3,4
63462,"Apr 25, 2017",3,3,2,5
51733,"Apr 25, 2017",4,5,4,4
63461,"Apr 25, 2017",4,2,3,4
63465,"Apr 25, 2017",4,none,none,none
51660,"Apr 25, 2017",5,4,5,5
50294,"Apr 25, 2018",3,3,4,4
62515,"Apr 25, 2018",3,3,3,3
62513,"Apr 25, 2018",4,3,3,4
50253,"Apr 25, 2018",5,5,5,5
50254,"Apr 25, 2018",5,5,4,4
50255,"Apr 25, 2018",5,none,none,none
50256,"Apr 25, 2018",5,5,5,5
62479,"Apr 25, 2018",5,none,none,none
61887,"Apr 26, 2008",4,4,4.5,4.5
61896,"Apr 26, 2008",4,4,5,4
61843,"Apr 26, 2008",5,5,4.5,5
61851,"Apr 26, 2008",5,5,5,4
61854,"Apr 26, 2008",5,5,5,5
60914,"Apr 26, 2010",1,2,2.5,4
60892,"Apr 26, 2010",4,3.5,4.5,5
60871,"Apr 26, 2010",5,5,5,4
60389,"Apr 26, 2011",3,3,3,3
60367,"Apr 26, 2011",5,4.5,4,3.5
59911,"Apr 26, 2012",4,3,4,4.5
59912,"Apr 26, 2012",4,4,4.5,4.5
59918,"Apr 26, 2012",4,5,4,4
59922,"Apr 26, 2012",4,3.5,4,5
59894,"Apr 26, 2012",5,5,5,4.5
58884,"Apr 26, 2013",2,3,2,1
58883,"Apr 26, 2013",4,5,3,4
58837,"Apr 26, 2013",5,5,4,4
57492,"Apr 26, 2014",4,4,4,4
57495,"Apr 26, 2014",4,none,none,none
55781,"Apr 26, 2015",3,4,2,4
65377,"Apr 26, 2015",4,none,none,none
65378,"Apr 26, 2015",4,5,3,3
65379,"Apr 26, 2015",4,5,4,4
55708,"Apr 26, 2015",5,4,4,5
53619,"Apr 26, 2016",1,3,1,4
53497,"Apr 26, 2016",3,1,3,2
53496,"Apr 26, 2016",4,3,3,5
64402,"Apr 26, 2016",4,5,5,5
64409,"Apr 26, 2016",4,none,none,none
53425,"Apr 26, 2016",5,none,none,none
64359,"Apr 26, 2016",5,4,4,4
64360,"Apr 26, 2016",5,5,2,5
64364,"Apr 26, 2016",5,5,4,5
51735,"Apr 26, 2017",2,4,2,3
51709,"Apr 26, 2017",3,4,4,5
51730,"Apr 26, 2017",3,1,none,4
51731,"Apr 26, 2017",3,5,2,3
63458,"Apr 26, 2017",3,4,2,3
63459,"Apr 26, 2017",3,4,3,4
51713,"Apr 26, 2017",4,4,4,4
51726,"Apr 26, 2017",4,4,4,5
51654,"Apr 26, 2017",5,1,2,5
63424,"Apr 26, 2017",5,4,4,4
63429,"Apr 26, 2017",5,5,5,5
50277,"Apr 26, 2018",3,1,4,3
50291,"Apr 26, 2018",4,3,3,3
62511,"Apr 26, 2018",4,3,4,3
61872,"Apr 27, 2008",2,3.5,3,4
61849,"Apr 27, 2008",5,5,5,4.5
61850,"Apr 27, 2008",5,5,5,5
61857,"Apr 27, 2008",5,5,5,5
61235,"Apr 27, 2009",4,4,3.5,3.5
60386,"Apr 27, 2011",4,5,4,4
59934,"Apr 27, 2012",1,3.5,2.5,1.5
59897,"Apr 27, 2012",3,2.5,2.5,4
58881,"Apr 27, 2013",4,none,none,none
58882,"Apr 27, 2013",4,4,5,5
55775,"Apr 27, 2015",3,2,3,2
55776,"Apr 27, 2015",3,none,none,none
55777,"Apr 27, 2015",3,4,3,3
55773,"Apr 27, 2015",4,5,3,4
55702,"Apr 27, 2015",5,none,none,none
55703,"Apr 27, 2015",5,4,4,4
64408,"Apr 27, 2016",2,2,2,2
53494,"Apr 27, 2016",3,3,2,3
53490,"Apr 27, 2016",4,none,none,none
63507,"Apr 27, 2017",1,2,1,3
51728,"Apr 27, 2017",2,4,4,3
51721,"Apr 27, 2017",3,3,4,4
51722,"Apr 27, 2017",3,4,3,4
51727,"Apr 27, 2017",4,4,4,5
51642,"Apr 27, 2017",5,4,5,4
51643,"Apr 27, 2017",5,5,4,5
51644,"Apr 27, 2017",5,5,5,5
63421,"Apr 27, 2017",5,3,4,4
63425,"Apr 27, 2017",5,4,4,5
62514,"Apr 27, 2018",2,2,2,4
50286,"Apr 27, 2018",3,2,3,2
62509,"Apr 27, 2018",3,4,3,5
62471,"Apr 27, 2018",5,3,5,5
62472,"Apr 27, 2018",5,5,5,5
62473,"Apr 27, 2018",5,5,5,3
61870,"Apr 28, 2008",2,2.5,2.5,3
61885,"Apr 28, 2008",4,5,4,4.5
61228,"Apr 28, 2009",3,3,3,2.5
61233,"Apr 28, 2009",3,3.5,3.5,4
61234,"Apr 28, 2009",3,5,3,4.5
61231,"Apr 28, 2009",4,4,2.5,4.5
61218,"Apr 28, 2009",5,5,5,4.5
60891,"Apr 28, 2010",4,4,4,4.5
60385,"Apr 28, 2011",3,3,3.5,3.5
59930,"Apr 28, 2012",1,1,1.5,3
58877,"Apr 28, 2013",4,3,4,4
58878,"Apr 28, 2013",4,4,3,5
57481,"Apr 28, 2014",3,3,3,3
57491,"Apr 28, 2014",3,3,3,4
57490,"Apr 28, 2014",4,none,none,none
57429,"Apr 28, 2014",5,3,5,5
55758,"Apr 28, 2015",3,3,3,4
55759,"Apr 28, 2015",3,1,3,4
55772,"Apr 28, 2015",3,3,4,3
55771,"Apr 28, 2015",4,none,none,none
55693,"Apr 28, 2015",5,4,5,5
55694,"Apr 28, 2015",5,4,4,4
65356,"Apr 28, 2015",5,4,5,3
53584,"Apr 28, 2016",1,1,2,2
53488,"Apr 28, 2016",3,4,2,5
53489,"Apr 28, 2016",3,5,3,4
64404,"Apr 28, 2016",3,4,3,3
53468,"Apr 28, 2016",4,2,5,5
53487,"Apr 28, 2016",4,3,3,4
53491,"Apr 28, 2016",4,3,4,4
64403,"Apr 28, 2016",4,4,4,4
53413,"Apr 28, 2016",5,5,4,4
53414,"Apr 28, 2016",5,5,5,5
63504,"Apr 28, 2017",1,1,2,1
51717,"Apr 28, 2017",3,5,1,3
51718,"Apr 28, 2017",3,3,5,3
63452,"Apr 28, 2017",3,3,2,3
63455,"Apr 28, 2017",3,3,3,3
63453,"Apr 28, 2017",4,5,5,5
51638,"Apr 28, 2017",5,2,4,5
51639,"Apr 28, 2017",5,5,5,5
51640,"Apr 28, 2017",5,5,5,5
51641,"Apr 28, 2017",5,4,4,3
50282,"Apr 28, 2018",3,3,3,4
50283,"Apr 28, 2018",3,none,none,none
50280,"Apr 28, 2018",4,5,4,3
50285,"Apr 28, 2018",4,none,none,none
50244,"Apr 28, 2018",5,5,5,5
50245,"Apr 28, 2018",5,4,5,5
61229,"Apr 29, 2009",2,2.5,2,4
61230,"Apr 29, 2009",2,2.5,2,4
60382,"Apr 29, 2011",2,1.5,2,3.5
60384,"Apr 29, 2011",4,3.5,3.5,3.5
59903,"Apr 29, 2012",3,3,3,3
58880,"Apr 29, 2013",2,1,4,3
58872,"Apr 29, 2013",4,none,none,none
58873,"Apr 29, 2013",4,5,4,4
58874,"Apr 29, 2013",4,4,4,4
58831,"Apr 29, 2013",5,5,5,5
58832,"Apr 29, 2013",5,3,5,4
57487,"Apr 29, 2014",3,2,2,5
57485,"Apr 29, 2014",4,3,5,5
57422,"Apr 29, 2014",5,4,5,4
57423,"Apr 29, 2014",5,5,5,5
55766,"Apr 29, 2015",3,3,4,3
55767,"Apr 29, 2015",3,4,3,3
55763,"Apr 29, 2015",4,5,4,5
55764,"Apr 29, 2015",4,4,4,4
65367,"Apr 29, 2015",4,3,3,5
65370,"Apr 29, 2015",4,4,4,4
65371,"Apr 29, 2015",4,4,4,4
55690,"Apr 29, 2015",5,5,4,5
55691,"Apr 29, 2015",5,4,3,5
55692,"Apr 29, 2015",5,4,4,4
65357,"Apr 29, 2015",5,1,4,2
53469,"Apr 29, 2016",3,2,5,5
53470,"Apr 29, 2016",3,2,5,5
53464,"Apr 29, 2016",4,none,none,none
53480,"Apr 29, 2016",4,3,2,4
64355,"Apr 29, 2016",5,5,5,5
63443,"Apr 29, 2017",3,2,3,4
51711,"Apr 29, 2017",4,4,3,4
51712,"Apr 29, 2017",4,4,4,4
51778,"Apr 29, 2017",4,1,5,4
51635,"Apr 29, 2017",5,3,5,5
62556,"Apr 29, 2018",1,5,1,4
50279,"Apr 29, 2018",4,3,4,5
50281,"Apr 29, 2018",4,3,4,5
61900,"Apr 3, 2008",3,4,4,4
61246,"Apr 3, 2009",5,4.5,3,3.5
60921,"Apr 3, 2010",2,3,2,4
60422,"Apr 3, 2011",2,2,1,3.5
60419,"Apr 3, 2011",4,5,4.5,4.5
59940,"Apr 3, 2012",2,2.5,2,4
58948,"Apr 3, 2013",2,1,4,2
58943,"Apr 3, 2013",3,5,4,4
58944,"Apr 3, 2013",3,3,3,3
58941,"Apr 3, 2013",4,4,4,4
58942,"Apr 3, 2013",4,5,4,3
58955,"Apr 3, 2013",4,4,5,2
58956,"Apr 3, 2013",4,none,none,none
57709,"Apr 3, 2014",1,1,4,5
57583,"Apr 3, 2014",4,4,4,4
57584,"Apr 3, 2014",4,4,4,3
57585,"Apr 3, 2014",4,none,none,none
57521,"Apr 3, 2014",5,4,5,5
65409,"Apr 3, 2015",2,3,2,3
55860,"Apr 3, 2015",3,3,4,5
55866,"Apr 3, 2015",3,3,4,3
55863,"Apr 3, 2015",4,5,5,4
55868,"Apr 3, 2015",4,4,4,4
53618,"Apr 3, 2016",4,4,4,4
53621,"Apr 3, 2016",4,4,4,4
53538,"Apr 3, 2016",5,5,5,5
53543,"Apr 3, 2016",5,2,3,5
51834,"Apr 3, 2017",3,3,3,4
51840,"Apr 3, 2017",3,3,3,4
51833,"Apr 3, 2017",4,3,4,5
63498,"Apr 3, 2017",4,3,3,4
63502,"Apr 3, 2017",4,3,3,4
63512,"Apr 3, 2017",4,3,4,3
63517,"Apr 3, 2017",4,4,4,3
63518,"Apr 3, 2017",4,none,none,none
51770,"Apr 3, 2017",5,none,none,none
62570,"Apr 3, 2018",4,5,4,4
62530,"Apr 3, 2018",5,3,5,5
61873,"Apr 30, 2008",2,4.5,3.5,3.5
61881,"Apr 30, 2008",4,4.5,5,4
61844,"Apr 30, 2008",5,4,5,4.5
59886,"Apr 30, 2012",3,3,3,3
59904,"Apr 30, 2012",4,4.5,4,5
58918,"Apr 30, 2013",1,1,1,1
58869,"Apr 30, 2013",3,3,4,4
58870,"Apr 30, 2013",3,3,3,4
58871,"Apr 30, 2013",3,4,4,4
58866,"Apr 30, 2013",4,3,4,5
57562,"Apr 30, 2014",1,4,1,3
57486,"Apr 30, 2014",2,3,2,2
57482,"Apr 30, 2014",3,3,4,3
57483,"Apr 30, 2014",3,3,3,2
57484,"Apr 30, 2014",3,3,4,5
57476,"Apr 30, 2014",4,4,4,3
57477,"Apr 30, 2014",4,3,4,5
57478,"Apr 30, 2014",4,5,3,4
57396,"Apr 30, 2014",5,5,5,5
55760,"Apr 30, 2015",3,2,2,2
55755,"Apr 30, 2015",4,4,3,3
55756,"Apr 30, 2015",4,4,5,5
55757,"Apr 30, 2015",4,3,3,4
65368,"Apr 30, 2015",4,3,2,4
55682,"Apr 30, 2015",5,5,5,5
55683,"Apr 30, 2015",5,none,none,none
55684,"Apr 30, 2015",5,none,none,none
65349,"Apr 30, 2015",5,5,2,2
65350,"Apr 30, 2015",5,5,2,2
53465,"Apr 30, 2016",3,3,4,4
53475,"Apr 30, 2016",3,4,3,3
53482,"Apr 30, 2016",3,4,3,5
53472,"Apr 30, 2016",4,3,5,4
53473,"Apr 30, 2016",4,4,4,4
53481,"Apr 30, 2016",4,3,5,4
53410,"Apr 30, 2016",5,4,5,4
63450,"Apr 30, 2017",3,4,3,4
51705,"Apr 30, 2017",4,5,4,3
51706,"Apr 30, 2017",4,4,5,4
63449,"Apr 30, 2017",4,1,5,5
63418,"Apr 30, 2017",5,5,4,5
62497,"Apr 30, 2018",3,5,2,5
62505,"Apr 30, 2018",4,4,4,4
50238,"Apr 30, 2018",5,3,5,5
50240,"Apr 30, 2018",5,3,4,3
62460,"Apr 30, 2018",5,4,5,4
62464,"Apr 30, 2018",5,4,5,5
62465,"Apr 30, 2018",5,5,5,5
61250,"Apr 4, 2009",2,2.5,3,3.5
61254,"Apr 4, 2009",4,4,4.5,4.5
60917,"Apr 4, 2010",3,3,3,4
60915,"Apr 4, 2010",4,4.5,3.5,5
60922,"Apr 4, 2010",4,4,4.5,3.5
59929,"Apr 4, 2012",5,5,5,5
58940,"Apr 4, 2013",3,3,4,4
57577,"Apr 4, 2014",2,1,1,4
57578,"Apr 4, 2014",4,4,4,4
57515,"Apr 4, 2014",5,3,5,4
57516,"Apr 4, 2014",5,4,5,5
57531,"Apr 4, 2014",5,4,5,5
55959,"Apr 4, 2015",1,2,2,4
55857,"Apr 4, 2015",3,none,none,none
55797,"Apr 4, 2015",5,4,5,5
53736,"Apr 4, 2016",1,1,1,4
64502,"Apr 4, 2016",1,3,1,4
64452,"Apr 4, 2016",3,1,4,5
64456,"Apr 4, 2016",3,3,4,4
53586,"Apr 4, 2016",4,3,1,5
53613,"Apr 4, 2016",4,5,4,5
53614,"Apr 4, 2016",4,4,4,4
53615,"Apr 4, 2016",4,3,5,5
53616,"Apr 4, 2016",4,3,5,4
64449,"Apr 4, 2016",4,2,3,4
64454,"Apr 4, 2016",4,2,3,4
51818,"Apr 4, 2017",3,1,4,5
51828,"Apr 4, 2017",3,2,3,3
51829,"Apr 4, 2017",3,5,1,4
51825,"Apr 4, 2017",4,none,none,none
51826,"Apr 4, 2017",4,4,4,4
51827,"Apr 4, 2017",4,3,3,5
63499,"Apr 4, 2017",4,3,3,4
51747,"Apr 4, 2017",5,4,1,3
63478,"Apr 4, 2017",5,4,4,4
63479,"Apr 4, 2017",5,5,5,3
50352,"Apr 4, 2018",3,1,3,5
62569,"Apr 4, 2018",3,5,3,3
50351,"Apr 4, 2018",4,3,4,5
50353,"Apr 4, 2018",4,5,4,4
50309,"Apr 4, 2018",5,4,5,4
62526,"Apr 4, 2018",5,5,5,5
62528,"Apr 4, 2018",5,none,none,none
60898,"Apr 5, 2010",5,5,5,4
60414,"Apr 5, 2011",3,3,3.5,4.5
59936,"Apr 5, 2012",2,4,1.5,3.5
59937,"Apr 5, 2012",2,3.5,1.5,3.5
59931,"Apr 5, 2012",3,3,4,4.5
59938,"Apr 5, 2012",4,3.5,3.5,5
59945,"Apr 5, 2012",4,3,3,5
59927,"Apr 5, 2012",5,4,4.5,4
58938,"Apr 5, 2013",3,4,4,4
58936,"Apr 5, 2013",4,3,3,4
58903,"Apr 5, 2013",5,5,5,5
58904,"Apr 5, 2013",5,5,5,5
58905,"Apr 5, 2013",5,4,5,5
57581,"Apr 5, 2014",2,1,2,5
57579,"Apr 5, 2014",4,5,4,4
55861,"Apr 5, 2015",2,2,2,4
55848,"Apr 5, 2015",3,5,3,4
65403,"Apr 5, 2015",3,4,2,1
55858,"Apr 5, 2015",4,3,4,3
65390,"Apr 5, 2015",5,4,5,5
64447,"Apr 5, 2016",3,3,4,4
53603,"Apr 5, 2016",4,3,4,5
53604,"Apr 5, 2016",4,2,5,5
53605,"Apr 5, 2016",4,4,4,4
53606,"Apr 5, 2016",4,3,5,5
53607,"Apr 5, 2016",4,none,none,none
53608,"Apr 5, 2016",4,4,5,5
53617,"Apr 5, 2016",4,4,3,5
64445,"Apr 5, 2016",4,3,2,1
53529,"Apr 5, 2016",5,4,5,4
53530,"Apr 5, 2016",5,4,5,4
51928,"Apr 5, 2017",1,3,2,3
63508,"Apr 5, 2017",3,3,3,3
63511,"Apr 5, 2017",3,4,4,3
51807,"Apr 5, 2017",4,4,5,4
63506,"Apr 5, 2017",4,4,4,4
51743,"Apr 5, 2017",5,3,4,5
51760,"Apr 5, 2017",5,5,4,5
63473,"Apr 5, 2017",5,4,4,5
63474,"Apr 5, 2017",5,none,none,none
62567,"Apr 5, 2018",3,2,4,4
62566,"Apr 5, 2018",4,5,4,4
62522,"Apr 5, 2018",5,none,none,none
61251,"Apr 6, 2009",4,4,4,4
61244,"Apr 6, 2009",5,5,5,5
60421,"Apr 6, 2011",3,4,3.5,3.5
58937,"Apr 6, 2013",2,2,2,3
57575,"Apr 6, 2014",2,2,2,3
57569,"Apr 6, 2014",3,4,3,4
57561,"Apr 6, 2014",4,4,4,4
57573,"Apr 6, 2014",4,5,4,4
57511,"Apr 6, 2014",5,4,4,4
55859,"Apr 6, 2015",2,1,2,4
55843,"Apr 6, 2015",3,2,2,5
55852,"Apr 6, 2015",4,3,4,5
55853,"Apr 6, 2015",4,4,5,4
55854,"Apr 6, 2015",4,5,5,3
55855,"Apr 6, 2015",4,5,5,3
55856,"Apr 6, 2015",4,4,3,4
65406,"Apr 6, 2015",4,3,5,5
65407,"Apr 6, 2015",4,5,4,4
65385,"Apr 6, 2015",5,4,3,5
53600,"Apr 6, 2016",3,4,3,3
64434,"Apr 6, 2016",3,1,1,3
53587,"Apr 6, 2016",4,none,none,none
64441,"Apr 6, 2016",4,4,5,3
64442,"Apr 6, 2016",4,none,none,none
64443,"Apr 6, 2016",4,4,4,3
53520,"Apr 6, 2016",5,4,4,4
53521,"Apr 6, 2016",5,3,4,5
53522,"Apr 6, 2016",5,5,3,3
64418,"Apr 6, 2016",5,3,5,5
64419,"Apr 6, 2016",5,3,5,4
63555,"Apr 6, 2017",1,1,3,3
51808,"Apr 6, 2017",3,5,3,2
51819,"Apr 6, 2017",3,4,3,4
51814,"Apr 6, 2017",4,none,none,none
51815,"Apr 6, 2017",4,1,4,4
51816,"Apr 6, 2017",4,5,4,4
51817,"Apr 6, 2017",4,4,3,5
51754,"Apr 6, 2017",5,5,1,5
63472,"Apr 6, 2017",5,5,5,5
50334,"Apr 6, 2018",2,1,1,4
50319,"Apr 6, 2018",4,5,4,4
50346,"Apr 6, 2018",4,4,4,4
50347,"Apr 6, 2018",4,5,3,5
50348,"Apr 6, 2018",4,1,2,4
50304,"Apr 6, 2018",5,none,none,none
62521,"Apr 6, 2018",5,5,5,5
60911,"Apr 7, 2010",4,5,4,4.5
60418,"Apr 7, 2011",3,3,3,3
59003,"Apr 7, 2013",1,1,3,3
58935,"Apr 7, 2013",3,3,3,4
58932,"Apr 7, 2013",4,4,4,4
58933,"Apr 7, 2013",4,2,4,4
58910,"Apr 7, 2013",5,5,5,5
57564,"Apr 7, 2014",3,3,3,3
57565,"Apr 7, 2014",3,3,4,3
57550,"Apr 7, 2014",4,2,4,5
57551,"Apr 7, 2014",4,4,4,4
57552,"Apr 7, 2014",4,4,5,5
57498,"Apr 7, 2014",5,3,4,3
55835,"Apr 7, 2015",3,5,2,4
55849,"Apr 7, 2015",3,4,3,4
55850,"Apr 7, 2015",3,2,3,4
55821,"Apr 7, 2015",4,4,4,4
55846,"Apr 7, 2015",4,3,5,5
55847,"Apr 7, 2015",4,4,4,4
65386,"Apr 7, 2015",5,2,4,5
53591,"Apr 7, 2016",2,2,4,5
53561,"Apr 7, 2016",3,4,3,4
53592,"Apr 7, 2016",3,4,3,3
53593,"Apr 7, 2016",3,4,3,3
53594,"Apr 7, 2016",3,none,none,none
53590,"Apr 7, 2016",4,none,none,none
53599,"Apr 7, 2016",4,4,4,4
64439,"Apr 7, 2016",4,5,1,3
64440,"Apr 7, 2016",4,3,4,4
53506,"Apr 7, 2016",5,2,5,5
51811,"Apr 7, 2017",4,3,4,5
51812,"Apr 7, 2017",4,4,4,4
63469,"Apr 7, 2017",5,5,5,5
63470,"Apr 7, 2017",5,5,4,5
50344,"Apr 7, 2018",3,5,3,3
62560,"Apr 7, 2018",4,3,3,5
60411,"Apr 8, 2011",4,2.5,4,5
60416,"Apr 8, 2011",4,5,3,4.5
59932,"Apr 8, 2012",3,3.5,4,5
59943,"Apr 8, 2012",4,4,3.5,3
58989,"Apr 8, 2013",1,3,2,1
58929,"Apr 8, 2013",4,3,4,4
58930,"Apr 8, 2013",4,3,4,4
58890,"Apr 8, 2013",5,3,4,4
58897,"Apr 8, 2013",5,none,none,none
57553,"Apr 8, 2014",3,4,3,3
57541,"Apr 8, 2014",4,4,5,4
57568,"Apr 8, 2014",4,3,4,4
57504,"Apr 8, 2014",5,4,5,5
55840,"Apr 8, 2015",2,3,3,3
55844,"Apr 8, 2015",3,5,3,4
55845,"Apr 8, 2015",3,3,2,4
55851,"Apr 8, 2015",3,2,4,3
55841,"Apr 8, 2015",4,4,4,4
55842,"Apr 8, 2015",4,3,4,4
65382,"Apr 8, 2015",5,5,4,3
53718,"Apr 8, 2016",1,none,none,none
53588,"Apr 8, 2016",3,5,4,4
53589,"Apr 8, 2016",3,2,3,3
53554,"Apr 8, 2016",4,4,3,4
51809,"Apr 8, 2017",3,4,4,3
51775,"Apr 8, 2017",4,4,5,5
51792,"Apr 8, 2017",4,5,3,5
51729,"Apr 8, 2017",5,4,4,4
63457,"Apr 8, 2017",5,4,5,4
63467,"Apr 8, 2017",5,4,5,4
62561,"Apr 8, 2018",2,none,none,none
62557,"Apr 8, 2018",3,none,none,none
61249,"Apr 9, 2009",2,3,2.5,3.5
60909,"Apr 9, 2010",3,3,3,3
60916,"Apr 9, 2010",4,4,3.5,3.5
60415,"Apr 9, 2011",3,3,2,2.5
60407,"Apr 9, 2011",4,5,4,5
58931,"Apr 9, 2013",2,3,1,3
58934,"Apr 9, 2013",2,3,1,4
58921,"Apr 9, 2013",3,3,4,4
58911,"Apr 9, 2013",4,4,3,5
58925,"Apr 9, 2013",4,4,5,5
58926,"Apr 9, 2013",4,4,1,3
58927,"Apr 9, 2013",4,2,3,4
58928,"Apr 9, 2013",4,none,none,none
58887,"Apr 9, 2013",5,2,5,4
57566,"Apr 9, 2014",3,2,3,5
57557,"Apr 9, 2014",4,5,4,5
57558,"Apr 9, 2014",4,5,5,4
57559,"Apr 9, 2014",4,4,4,4
57560,"Apr 9, 2014",4,3,3,3
57500,"Apr 9, 2014",5,4,5,5
55834,"Apr 9, 2015",2,3,4,4
65405,"Apr 9, 2015",2,5,1,1
55836,"Apr 9, 2015",3,3,1,5
55837,"Apr 9, 2015",3,2,3,3
65400,"Apr 9, 2015",3,1,4,3
65404,"Apr 9, 2015",3,4,4,4
55833,"Apr 9, 2015",4,5,4,5
65373,"Apr 9, 2015",5,3,5,5
65383,"Apr 9, 2015",5,3,4,4
53549,"Apr 9, 2016",4,5,3,4
51795,"Apr 9, 2017",3,4,3,5
63503,"Apr 9, 2017",3,4,3,1
51799,"Apr 9, 2017",4,2,4,5
51800,"Apr 9, 2017",4,none,none,none
51801,"Apr 9, 2017",4,3,3,4
51740,"Apr 9, 2017",5,3,4,5
50335,"Apr 9, 2018",3,3,3,3
50332,"Apr 9, 2018",4,4,3,5
50333,"Apr 9, 2018",4,4,4,3
62550,"Apr 9, 2018",4,3,4,4
62551,"Apr 9, 2018",4,3,3,3
62552,"Apr 9, 2018",4,4,4,4
50299,"Apr 9, 2018",5,4,4,5
62508,"Apr 9, 2018",5,5,5,5
61155,"Aug 1, 2009",2,4.5,2,4.5
60805,"Aug 1, 2010",1,2,1,3
60780,"Aug 1, 2010",3,3,2.5,3
60781,"Aug 1, 2010",3,3,3,3.5
60789,"Aug 1, 2010",4,5,3.5,4.5
59711,"Aug 1, 2012",2,3,3,3
59703,"Aug 1, 2012",3,1,4,4
59713,"Aug 1, 2012",3,3,3,3
59717,"Aug 1, 2012",4,4,3,4
59718,"Aug 1, 2012",4,4,4,4
59682,"Aug 1, 2012",5,5,5,4
58621,"Aug 1, 2013",3,1,5,3
58622,"Aug 1, 2013",3,4,4,4
58619,"Aug 1, 2013",4,2,5,5
57119,"Aug 1, 2014",2,2,4,3
57084,"Aug 1, 2014",3,3,3,3
57112,"Aug 1, 2014",3,3,4,3
57113,"Aug 1, 2014",3,2,3,3
57091,"Aug 1, 2014",4,5,4,4
57104,"Aug 1, 2014",4,4,3,4
57105,"Aug 1, 2014",4,3,5,4
57106,"Aug 1, 2014",4,4,4,4
57107,"Aug 1, 2014",4,3,3,5
57108,"Aug 1, 2014",4,3,5,5
57015,"Aug 1, 2014",5,5,4,5
57016,"Aug 1, 2014",5,none,none,none
57017,"Aug 1, 2014",5,3,4,4
55181,"Aug 1, 2015",4,3,4,4
55085,"Aug 1, 2015",5,5,5,5
64180,"Aug 1, 2016",2,4,2,4
53083,"Aug 1, 2016",4,3,4,5
53021,"Aug 1, 2016",5,2,5,4
53022,"Aug 1, 2016",5,3,5,4
53023,"Aug 1, 2016",5,4,5,5
64135,"Aug 1, 2016",5,none,none,none
64136,"Aug 1, 2016",5,5,5,5
51322,"Aug 1, 2017",3,2,4,4
51334,"Aug 1, 2017",4,4,2,5
63223,"Aug 1, 2017",4,4,2,3
51272,"Aug 1, 2017",5,5,5,5
51273,"Aug 1, 2017",5,4,5,5
63183,"Aug 1, 2017",5,3,3,none
63184,"Aug 1, 2017",5,5,5,5
63185,"Aug 1, 2017",5,none,none,none
63191,"Aug 1, 2017",5,3,3,none
62338,"Aug 1, 2018",1,1,1,1
50011,"Aug 1, 2018",3,3,4,4
50018,"Aug 1, 2018",3,4,3,2
49974,"Aug 1, 2018",5,5,3,4
49975,"Aug 1, 2018",5,4,5,4
49976,"Aug 1, 2018",5,5,5,4
62235,"Aug 1, 2018",5,4,4,5
62236,"Aug 1, 2018",5,5,4,5
62237,"Aug 1, 2018",5,5,5,5
61124,"Aug 10, 2009",5,5,5,4.5
60795,"Aug 10, 2010",1,2.5,2.5,5
60759,"Aug 10, 2010",3,3,3,4.5
60736,"Aug 10, 2010",5,4,5,4.5
60270,"Aug 10, 2011",3,2,5,3.5
60273,"Aug 10, 2011",3,3.5,2,3
60271,"Aug 10, 2011",5,5,4,4.5
59697,"Aug 10, 2012",3,3,4,4
